lead_time,required_car_parking_spaces,total_of_special_requests,previous_cancellations,previous_bookings_not_canceled,adr,adults,children,babies,deposit_type,market_segment,distribution_channel,customer_type,hotel,arrival_date_year,arrival_date_month,arrival_date_day_of_month,is_canceled
31,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,2,1
31,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,2,1
31,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,2,1
31,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,2,1
31,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,2,1
36,0,1,0,0,0.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,3,0
5,1,0,0,0,46.0,1,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,3,0
5,0,0,0,0,58.0,2,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,3,0
0,1,1,0,0,42.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,3,0
0,1,0,0,0,46.0,1,0,0,No Deposit,Direct,Direct,Transient,Resort Hotel,2015,November,3,0
7,1,1,0,0,48.0,2,0,0,No Deposit,Direct,Direct,Transient,Resort Hotel,2015,November,3,0
0,1,1,0,0,40.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,3,0
6,0,2,0,0,43.2,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,3,1
24,0,0,0,0,48.0,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,3,0
6,0,2,0,0,43.2,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,3,0
26,0,0,0,0,33.3,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,3,0
3,0,0,0,0,41.4,2,2,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,3,0
26,0,0,0,0,26.1,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient-Party,Resort Hotel,2015,November,3,1
49,0,0,0,0,35.0,1,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,3,0
25,0,0,0,0,47.6,1,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,3,0
26,0,0,0,0,22.5,1,0,0,No Deposit,Offline TA/TO,TA/TO,Transient-Party,Resort Hotel,2015,November,3,1
6,0,1,0,0,48.9,3,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,3,0
8,1,1,0,0,43.2,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,3,0
24,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,3,0
24,0,0,0,0,48.0,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,3,0
24,0,0,0,0,48.0,2,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,3,0
24,0,0,0,0,48.0,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,3,0
24,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,3,0
24,0,0,0,0,48.0,2,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,3,0
24,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,3,0
24,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,3,0
1,0,0,0,0,35.0,1,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,4,0
2,0,0,0,0,59.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,4,0
2,0,1,0,0,36.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,4,0
0,0,1,0,0,44.1,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,4,0
50,0,0,0,0,24.79,2,0,0,No Deposit,Offline TA/TO,TA/TO,Contract,Resort Hotel,2015,November,4,1
25,0,0,0,0,48.0,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,4,1
25,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,4,1
33,0,0,0,0,42.55,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,4,0
0,0,0,0,0,35.0,1,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,5,0
0,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,5,0
0,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,5,0
28,0,2,0,0,105.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,5,0
28,1,2,0,0,111.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,5,0
34,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,5,0
65,0,0,0,0,54.99,2,0,0,No Deposit,Offline TA/TO,TA/TO,Contract,Resort Hotel,2015,November,5,0
34,0,0,0,0,43.2,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,5,0
11,0,1,0,0,44.1,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,6,0
1,0,1,0,0,36.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,6,0
4,0,0,0,0,70.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,6,0
0,0,0,0,0,93.0,2,1,0,No Deposit,Direct,Direct,Transient,Resort Hotel,2015,November,6,0
15,0,0,0,0,26.1,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,6,0
0,0,1,0,0,54.4,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,6,0
38,0,1,0,0,57.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,6,0
0,1,0,0,0,77.3,2,1,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,6,0
91,0,2,0,0,24.8,2,0,0,No Deposit,Offline TA/TO,TA/TO,Contract,Resort Hotel,2015,November,6,0
123,0,0,0,0,62.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,6,1
123,0,0,0,0,62.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,6,1
27,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,6,0
35,0,0,0,0,52.2,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,6,0
35,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,6,0
35,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,6,0
35,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,6,0
27,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,6,0
35,1,0,0,0,52.2,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,6,0
54,0,3,0,0,0.0,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,Resort Hotel,2015,November,7,0
0,1,1,0,0,52.4,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,7,0
25,1,1,0,0,30.0,2,0,1,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,7,0
18,0,1,0,0,32.62,2,1,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,7,1
30,0,0,0,0,40.5,2,0,1,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,7,1
0,0,0,0,0,49.0,2,0,0,No Deposit,Direct,Direct,Transient,Resort Hotel,2015,November,7,0
19,0,1,0,0,32.62,2,1,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,7,1
30,0,0,0,0,40.5,2,0,1,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,7,1
4,0,1,0,0,78.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,7,0
0,1,1,0,0,104.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,7,0
4,1,3,0,0,94.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,7,0
18,1,0,0,0,62.16,1,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,7,0
18,0,0,0,0,56.16,1,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,7,0
51,0,2,0,0,60.3,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,7,0
54,0,0,0,0,38.47,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,7,0
36,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,1
36,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,1
36,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,1
241,0,1,0,0,66.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,7,1
36,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,0
172,0,1,0,0,36.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,7,1
171,0,0,0,0,32.4,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,7,0
36,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,1
36,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,0
36,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,1
36,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,1
36,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,0
28,0,0,0,0,42.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,0
36,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,0
36,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,1
36,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,1
36,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,0
36,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,1
36,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,1
36,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,0
36,1,0,0,0,36.75,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,7,0
172,0,1,0,0,30.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,7,1
241,0,1,0,0,66.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,7,1
96,0,1,0,0,54.88,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,7,0
13,0,1,0,0,79.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,8,1
11,1,1,0,0,94.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,8,0
15,0,2,0,0,79.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,8,1
193,0,0,0,0,54.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,8,1
0,1,0,0,0,74.0,2,0,0,No Deposit,Direct,Direct,Transient,Resort Hotel,2015,November,8,0
10,0,0,0,0,71.33,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,8,0
17,0,0,0,0,48.0,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,8,0
37,0,0,0,0,43.2,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,8,0
37,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,8,0
17,0,0,0,0,48.0,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,8,0
29,0,0,0,0,72.29,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,8,0
37,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,8,0
37,0,0,0,0,43.2,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,8,0
37,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,8,1
10,0,0,0,0,63.92,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,8,1
89,0,1,0,0,0.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Contract,Resort Hotel,2015,November,9,0
3,0,2,0,0,49.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,9,0
3,1,2,0,0,55.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,9,0
5,0,0,0,0,40.0,1,0,0,No Deposit,Direct,Direct,Transient,Resort Hotel,2015,November,9,0
0,1,0,0,0,108.0,3,1,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,9,0
0,0,0,0,0,35.0,1,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,9,1
0,0,0,0,0,48.0,2,0,0,No Deposit,Direct,Direct,Group,Resort Hotel,2015,November,9,0
11,0,1,0,0,88.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,9,0
14,0,0,0,0,35.0,1,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,9,0
2,1,1,0,0,77.23,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,9,0
38,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,9,1
38,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,9,1
79,0,1,0,0,56.16,2,0,0,No Deposit,Offline TA/TO,TA/TO,Contract,Resort Hotel,2015,November,9,0
79,0,1,0,0,56.16,2,0,0,No Deposit,Offline TA/TO,TA/TO,Contract,Resort Hotel,2015,November,9,0
49,0,2,0,0,52.2,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,9,0
30,0,0,0,0,48.0,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,9,1
164,1,0,0,0,61.2,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,9,0
50,0,0,0,0,55.04,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,10,0
0,0,0,0,0,58.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,10,0
39,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,10,1
39,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,10,1
39,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,10,1
42,0,0,0,0,47.7,2,0,0,No Deposit,Direct,Direct,Transient,Resort Hotel,2015,November,10,1
39,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,10,1
36,1,0,0,0,73.2,2,1,0,No Deposit,Direct,Direct,Transient,Resort Hotel,2015,November,10,0
0,1,0,0,0,79.0,2,0,0,No Deposit,Direct,Direct,Transient,Resort Hotel,2015,November,11,0
6,1,0,0,0,37.0,1,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,11,0
40,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
40,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
32,1,0,0,0,40.5,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,0
40,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
40,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
40,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
56,0,1,0,0,53.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,1
60,0,1,0,0,53.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,0
166,0,1,0,0,27.9,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,0
0,0,0,0,0,73.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,0
40,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
37,0,2,0,0,48.0,2,0,0,No Deposit,Corporate,Corporate,Contract,Resort Hotel,2015,November,11,1
53,1,1,0,0,85.5,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,0
60,0,1,0,0,53.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,0
61,0,0,0,0,48.0,2,0,0,No Deposit,Corporate,Corporate,Contract,Resort Hotel,2015,November,11,0
40,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,0
40,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
40,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
40,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
56,0,1,0,0,53.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,0
32,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
32,0,0,0,0,43.2,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,0
166,0,1,0,0,27.9,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,0
40,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
40,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
40,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,11,1
56,0,1,0,0,53.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,0
56,0,1,0,0,53.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,1
60,1,1,0,0,59.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,0
37,0,2,0,0,63.0,2,1,0,No Deposit,Corporate,Corporate,Contract,Resort Hotel,2015,November,11,1
39,0,0,0,0,66.64,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,0
103,0,2,0,0,49.59,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,11,0
32,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient,Resort Hotel,2015,November,11,0
55,0,0,0,0,53.0,2,0,0,No Deposit,Corporate,Corporate,Contract,Resort Hotel,2015,November,11,1
49,0,2,0,0,68.0,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,Resort Hotel,2015,November,12,0
41,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
41,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
33,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,0
41,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
41,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
41,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
41,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
41,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
41,0,0,0,0,52.2,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,0
33,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,0
70,1,0,0,0,66.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,12,0
33,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,0
21,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,0
33,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,0
21,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,0
33,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
33,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,0
41,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
41,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
41,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
49,0,2,0,0,68.0,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,Resort Hotel,2015,November,12,0
2,0,1,0,0,78.0,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,Resort Hotel,2015,November,12,0
3,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
33,0,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,0
3,1,0,0,0,104.0,2,2,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,12,0
2,0,1,0,0,78.0,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,Resort Hotel,2015,November,12,0
21,0,0,0,0,48.0,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,0
33,1,0,0,0,40.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,0
82,1,1,0,0,77.1,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,12,0
41,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
41,0,0,0,0,52.2,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
41,0,0,0,0,52.2,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
41,0,0,0,0,43.2,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,1
33,0,0,0,0,36.0,1,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,12,0
42,0,2,0,0,0.0,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,Resort Hotel,2015,November,13,0
42,0,2,0,0,0.0,1,0,0,No Deposit,Online TA,TA/TO,Transient-Party,Resort Hotel,2015,November,13,0
2,0,0,0,0,43.2,2,0,0,No Deposit,Direct,Direct,Transient-Party,Resort Hotel,2015,November,13,0
1,0,1,0,0,78.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,13,0
43,0,1,0,0,52.2,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,13,1
31,0,0,0,0,78.0,2,0,0,No Deposit,Direct,Direct,Transient,Resort Hotel,2015,November,13,0
3,0,1,0,0,78.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,13,0
44,0,1,0,0,65.25,2,1,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,13,1
2,0,0,0,0,51.0,1,0,0,No Deposit,Direct,Direct,Transient,Resort Hotel,2015,November,13,0
15,1,0,0,0,58.2,2,0,0,No Deposit,Corporate,Corporate,Transient-Party,Resort Hotel,2015,November,13,0
121,0,1,0,0,40.93,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,14,1
38,0,2,0,0,63.47,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,14,1
5,1,1,0,0,67.99,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,14,0
54,0,1,0,0,62.83,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,14,1
94,0,2,0,0,55.1,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,14,0
10,0,1,0,0,58.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,15,0
79,1,0,0,0,72.5,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,15,0
53,0,0,0,0,65.23,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,Resort Hotel,2015,November,15,1
60,0,2,0,0,45.64,2,0,0,No Deposit,Online TA,TA/TO,Transient,Resort Hotel,2015,November,15,1
